COD;RUA;SAL;Unnamed: 3;Unnamed: 4;Unnamed: 5;Unnamed: 6;LAT;LONG
350600305000017; RUA PRIMEIRO DE MAIO COM A RUA CARLOS MARQUES.;1419.52;;;;;-22.807950200;-47.2349406000
350600305000371;CRUZAMENTO DA RUA SANTA PAULA COM A RUA SÃO LUCAS.;1415.40;;;;;-3.799343600;-38.6240984000
350600305000489;CRUZAMENTO DA RUA BERNARDINO DE CAMPOS COM A RUA HELIO CAMELO AGUIAR.;1414.80;;;;;-23.735032400;-46.4079210000
350600305000093;RUA LUIZ VENDRAMINI COM A RUA CORONEL ALVES SEABRA.;1397.17;;;;;-22.897646900;-45.3791231000
350600305000346;CRUZAMENTO DOS TRILHOS DA FERROBAN COM O PROLONGAMENTO DA RUA PAULINO RAPHAEL.;1396.04;;;;;-22.351948300;-49.0588612000
350600305000091;RUA PRIMEIRO DE MAIO COM A RUA MARCÍLIO DIAS.;1395.86;;;;;-22.807950200;-47.2349406000
350600305000037; RUA MARTIN AFONSO COM A RUA VENCESLAU BRÁS.;1392.65;;;;;-22.384470400;-42.9816974000
350600305000207;CRUZAMENTO DA RUA GIOCONDO TURINI COM A RUA CRISTÓVÃO SANCHES.;1391.30;;;;;-22.356851700;-49.1044561000
350600305000363;ENTRONCAMENTO DA RUA X COM A RUA PEDRO SALVADOR.;1390.18;;;;;-11.311193900;-41.8424533000
350600305000373;CRUZAMENTO DA RUA BENEDITO RIBEIRO DOS SANTOS COM A RUA ADANTE GIGO.;1382.22;;;;;-22.334561200;-49.0343943000
350600305000229;CRUZAMENTO DA RUA BELMIRO PEREIRA COM A ALAMEDA MANOEL FIGUEIREDO.;1379.59;;;;;-5.880269800;-35.2080069000
350600305000092;RUA LUIZ VENDRAMINI COM A RUA MANOEL RODRIGUES MADUREIRA.;1379.18;;;;;-22.897646900;-45.3791231000
350600305000014; RUA JOSÉ DE ALENCAR COM A RUA SÃO VICENTE.;1378.41;;;;;-23.697024300;-46.3719834000
350600305000212;CRUZAMENTO DA RUA EDILSON ALVES DE CARVALHO COM A RUA ITACURUCA.;1377.56;;;;;-22.337305500;-49.1097069000
350600305000129;CRUZAMENTO DA ALAMEDA ATHENAS COM A ALAMEDA PLUTÃO.;1369.44;;;;;-22.308533300;-49.0996309000
350600305000034; RUA CHILE COM A AVENIDA CASTELO BRANCO.;1361.05;;;;;-12.976391700;-38.5140026000
350600305000494;CRUZAMENTO DA AVENIDA VICENTE AIELOCOM MURO DE DIVISA DO RESIDENCIAL TIVOLI II.;1358.58;;;;;-22.318973500;-49.0556085000
350600305000228;CRUZAMENTO DA RUA BELMIRO PEREIRA COM A RUA GUIDO PADOVANI.;1357.92;;;;;-5.880269800;-35.2080069000
350600305000087;RUA ANICETO ABELHA COM A RUA ALTO JURUÁ.;1350.64;;;;;-22.309451500;-49.0919656000
350600305000021; RUA SAO PAULO COM A RUA BELA VISTA.;1345.47;;;;;-22.849811700;-43.6146418000
350600305000500;CRUZAMENTO DA RUA ITACURUÇÁ COM MURO DE DIVISA DO NÚCLEO HABITACIONAL BOSQUE DA SAÚDE.;1341.99;;;;;-7.554321000;-35.0090230000
350600305000176;CRUZAMENTO DA RUA FELIPE OLIVE COM A RUA ÂNGELO PASCOAL.;1341.71;;;;;-22.307829200;-49.0987962000
350600305000049;RUA PRIMEIRO DE MAIO COM A RUA BELA VISTA.;1335.82;;;;;-22.807950200;-47.2349406000
350600305000178;CRUZAMENTO DA RUA FELIPE PARDO COM A RUA JOSÉ DARIO.;1334.00;;;;;-22.304758200;-49.0979956000
350600305000002;RUA SANTO ANTÔNIO COM A RUA MARCONI.;1330.85;;;;;-1.359831400;-48.4412983000
350600305000090;RUA FRANCISCO LEMOS ALMEIDA COM A RUA CORONEL ALVES SEABRA.;1330.05;;;;;-22.308317100;-49.0897515000
350600305000401;CRUZAMENTO DA RUA SANTA FRANCISCA DE CHANTAL COM A VIA DE ACESSO ENGENHEIRO HORÁCIO FREDERICO PYLES.;1327.67;;;;;-22.316391300;-49.0282538000
350600305000234;ENTRONCAMENTO DA RUA CORONEL ANTÔNIO DE ÁVILA REBOUÇAS COM A RUA MÁRIO BUENO SALLES.;1321.37;;;;;-22.299182100;-49.0620225000
350600305000404;CRUZAMENTO DA RUA SANTA FRANCISCA DE CHANTAL COM A AVENIDA CRUZEIRO DO SUL.;1315.87;;;;;-22.316391300;-49.0282538000
350600305000007;PRACA MACHADO DE MELLO COM A RUA PRIMEIRO DE AGOSTO.;1311.43;;;;;-22.323656800;-49.0782714500
350600305000163;CRUZAMENTO DA RUA VIDAL IGNÁCIO RODRIGUES COM A RUA MATHEUS TARZIA.;1310.64;;;;;-22.345143000;-49.1025099000
350600305000072;RUA CHILE COM A RUA PREFEITO ALVES DE LIMA.;1302.65;;;;;-12.976391700;-38.5140026000
350600305000419;ENTRONCAMENTO DA RUA SETE COM A DIVISA DO NÚCLEO HABITACIONAL BAURU UM.;1295.06;;;;;-22.861205400;-42.5937501000
350600305000508;CRUZAMENTO DA RODOVIA COMANDANTE JOÃO RIBEIRO DE BARROS SP-294 BAURU / MARÍLIA COM O PROLONGAMENTO DA RUA PEDRO ROSSI.;1292.49;;;;;-22.334561200;-49.0343943000
350600305000132;CRUZAMENTO DA RUA CAPITÃO MARIO ROSSI COM A RUA ÂNGELO COLACINO.;1287.26;;;;;-22.304218500;-49.0930719000
350600305000145;COMPREENDE EXCLUSIVAMENTE O CONDOMÍNIO RESIDENCIAL VILA INGLESA - SITUADO NA RUA MARCONDES SALGADO, 17/77.;1287.09;;;;;-22.306726100;-49.0631951000
350600305000372;CRUZAMENTO DA RUA BENEDITO RIBEIRO DOS SANTOS COM A AVENIDA CRUZEIRO DO SUL.;1282.54;;;;;-22.334561200;-49.0343943000
350600305000266;CRUZAMENTO DA RUA MARIA HONORIA D'AVILA ENGLER COM A RUA BERNARDINO DE CAMPOS.;1277.36;;;;;-22.341242600;-49.1093417000
350600305000340;CRUZAMENTO DA RUA ARFEH EL TIMANI COM A RUA JOÃO VITICA.;1276.14;;;;;-22.318438400;-49.0341005000
350600305000405;CRUZAMENTO DA RUA JOÃO ESTEVES DE SOUZA COM A RUA RAFAEL PEREIRA MARTINI.;1275.43;;;;;-22.320903700;-49.0279603000
350600305000284;CRUZAMENTO DA RUA JOSÉ MARQUES FILHO COM A RUA CÓRREGO DO PALMITAL.;1266.23;;;;;-5.192442500;-39.3011994000
350600305000047;RUA CAETANO CARIANI COM A RUA JOSÉ TORRES BRITO.;1265.38;;;;;-22.319262700;-49.0900720000
350600305000427;CRUZAMENTO DA RUA ARGEMIRO JORGE FERRAZ COM A RUA MARIA DE LOURDES ALMEIDA CAMARGO.;1263.91;;;;;-22.323688400;-49.0191863000
350600305000426;CRUZAMENTO DA AVENIDA LÚCIO LUCIANO COM A RUA RAFAEL PEREIRA MARTINI.;1260.01;;;;;-22.333462500;-49.0226772000
350600305000074;RUA JOSÉ MIGUEL COM A RUA GENKITI TAKAHASHI.;1258.88;;;;;-9.634184500;-36.5805499000
350600305000238;ENTRONCAMENTO DA RUA BAURU COM A RUA BENITO JOSÉ ALLEGRO.;1258.68;;;;;-22.688085800;-43.4547222000
350600305000179;CRUZAMENTO DA RUA ÂNGELO PASCOAL COM A RUA LUÍS DE SOUZA.;1251.53;;;;;-23.394445750;-46.3328209500
350600305000374;CRUZAMENTO DA RUA ANYSIO CASTILHO DE SOUZA COM A RUA ADANTE GIGO.;1250.69;;;;;-22.323959900;-49.0271961000
350600305000265;CRUZAMENTO DA RUA MOACIR TEIXEIRA COM A RUA PEDRO FERNANDES.;1247.83;;;;;-22.901116600;-48.4374831000
350600305000409;CRUZAMENTO DA AVENIDA DO HIPODROMO COM A RUA ANTÔNIO MANOEL DA COSTA.;1245.00;;;;;22.212727300;113.5523645000
350600305000237;CRUZAMENTO DA RUA VALDEMIR NUNES MEDEIROS COM A RUA LUIZ CARRER.;1243.77;;;;;-22.303335100;-49.0563027000
350600305000184;CRUZAMENTO DA ALAMEDA CÔNEGO ANIBAL DI FRANCIA COM A ALAMEDA DAS ANGÉLICAS.;1240.61;;;;;-22.298020200;-49.0703413000
350600305000044;RUA DARWIN JESUS BORDIN COM A RUA EUGÊNIO BORRO.;1237.88;;;;;-22.317942600;-49.0921957000
350600305000113;CRUZAMENTO DA RUA JOSÉ MIGUEL COM A RUA KANEAKI IJUIM.;1229.24;;;;;-9.634184500;-36.5805499000
350600305000125;CRUZAMENTO DA RUA SOLDADO GERALDO ALVES CARVALHO COM A AVENIDA PINHEIRO MACHADO.;1223.83;;;;;-22.319387200;-49.1096200000
350600305000501;CRUZAMENTO DA RUA EDSON PEREIRA LEITE COM RUA JUVENAL BASTOS.;1220.31;;;;;-7.554321000;-35.0090230000
350600305000408;CRUZAMENTO DA AVENIDA LÚCIO LUCIANO COM A RUA LUZIA P. SAMOGIN.;1217.26;;;;;-22.333462500;-49.0226772000
350600305000011; RUA PRUDENTE DE MORAIS COM A RUA JOSÉ BASTOS.;1213.89;;;;;-21.756684500;-48.8355326000
350600305000071;AVENIDA JOSÉ HENRIQUE FERRAZ COM A RUA VENEZUELA.;1211.92;;;;;-22.352664700;-49.0967504000
350600305000364;CRUZAMENTO DA AVENIDA JOSÉ AMBRÓSIO COM A RUA FRANCISCO MALANDRINO.;1210.25;;;;;13.537234850;-87.4906484700
350600305000362;ENTRONCAMENTO DA RUA I1 COM A RUA PEDRO SALVADOR.;1209.97;;;;;-9.559612700;-35.7128070000
350600305000131;CRUZAMENTO DA RUA JOSÉ COSTA RIBEIRO COM A RUA ALTO DO JURUÁ.;1208.58;;;;;-22.311124500;-49.0947327000
350600305000095;RUA JOSÉ BONIFÁCIO COM A RUA VICENTE BARBUGIANI.;1206.22;;;;;-22.010499600;-47.8938558000
350600305000295;CRUZAMENTO DA RUA SYLVIO BOMBINI FILHO COM A RUA ALEXANDRE JORGE NASRALLA.;1205.06;;;;;-22.302826500;-49.0500640000
350600305000160;CRUZAMENTO DA AVENIDA JOSÉ HENRIQUE FERRAZ COM A RUA BOLÍVIA.;1202.09;;;;;-22.352664700;-49.0967504000
350600305000425;CRUZAMENTO DA RUA TEODORO ALVARES COM A AVENIDA CRUZEIRO DO SUL.;1201.24;;;;;-22.317816500;-49.0228414000
350600305000263;CRUZAMENTO DA RUA TOMAS BOSCO COM A RUA ARMINIO CANDIDO DO CARMO.;1200.57;;;;;-8.906947250;-36.4957062000
350600305000211;CRUZAMENTO DA RUA EDILSON ALVES DE CARVALHO COM A RUA MÁRIO GONZAGA JUNQUEIRA.;1196.62;;;;;-22.337305500;-49.1097069000
350600305000402;CRUZAMENTO DA RUA SANTA FRANCISCA DE CHANTAL COM A RUA SÃO LUCAS.;1196.08;;;;;-22.316391300;-49.0282538000
350600305000353;CRUZAMENTO DA RODOVIA COMANDANTE JOÃO RIBEIRO DE BARROS SP-294 BAURU/MARÍLIA COM A ESTRADA PARA O HOSPITAL PSIQUIÁTRICO (SOCIEDADE BENEFICENTE CRISTÃ).;1195.30;;;;;-22.326351300;-49.4333904000
350600305000119;CRUZAMENTO DA RUA BERNARDINO PEREIRA COM A RUA PROFESSOR ANTÔNIO GUEDES DE AZEVEDO.;1190.10;;;;;41.006255200;-8.5892330000
350600305000269;CRUZAMENTO DA RUA ITACURUCA COM A RUA EDILSON ALVES DE CARVALHO.;1189.50;;;;;-22.517179200;-44.1353423000
350600305000231;CRUZAMENTO DA RUA EUGÊNIO PAULUCCI COM A AVENIDA JÂNIO DA SILVA QUADROS.;1171.44;;;;;-22.300323000;-49.0693657000
350600305000262;CRUZAMENTO DA AVENIDA NOSSA SENHORA DE FÁTIMA COM A RUA SEMI GEBARA.;1164.53;;;;;-22.798601900;-45.1743234000
350600305000390;ENTRONCAMENTO DA RUA DOS MARCENEIROS COM A RUA DOS CARTEIROS.;1163.20;;;;;41.261126600;-8.3382595000
350600305000429;CRUZAMENTO DA RUA IRMÃOS DO SAGRADO CORAÇÃO COM A RUA CLÁUDIO C. LOURENÇO.;1162.68;;;;;-22.330917500;-49.0204956000
350600305000502;CRUZAMENTO DA RUA LUIZ SILVESTRE COM AVENIDA ALCIDES LIMÃO GARCIA.;1160.58;;;;;37.154310950;-8.5506927070
350600305000314;CRUZAMENTO DA RODOVIA COMANDANTE JOÃO RIBEIRO DE BARROS SP-294 BAURU/MARÍLIA COM OS TRILHOS DA FERROBAN.;1152.88;;;;;-21.231776700;-50.5224911000
350600305000437;ENTRONCAMENTO DA RUA ÂNGELO MIELLE COM A RUA ARMANDO TURTELLI.;1151.91;;;;;-22.304938600;-49.0057630000
350600305000264;CRUZAMENTO DA RUA TAMANDARE COM A RUA PEDRO FERNANDES.;1145.38;;;;;-22.822200000;-45.1958806000
350600305000287;CRUZAMENTO DA RUA JOSÉ MAURÍCIO ALMEIDA COM A RODOVIA BAURU/IACANGA SP-321.;1144.05;;;;;-22.922497300;-45.4690862100
350600305000177;CRUZAMENTO DA RUA FELIPE PARDO COM A RUA ÂNGELO COLACINO.;1140.27;;;;;-22.304758200;-49.0979956000
350600305000175;CRUZAMENTO DA ALAMEDA ALEXANDRIA COM A AVENIDA ENGENHEIRO PAULO DE FRONTIN.;1138.41;;;;;-22.309457400;-49.1015272000
350600305000208;CRUZAMENTO DA AVENIDA CASTELO BRANCO COM A RUA VENUTO SAVIO.;1137.35;;;;;-23.464171300;-51.8617990000
350600305000397;ENTRONCAMENTO DA RUA JOSÉ AZEVEDO MAIA COM A AVENIDA ANTÔNIO FORTUNATO.;1134.57;;;;;-8.009827700;-34.9244754000
350600305000312;ENTRONCAMENTO DA ALAMEDA TRÊS LAGOAS COM A AVENIDA ELIAS MIGUEL MALUF.;1128.41;;;;;-22.321418100;-49.1272217000
350600305000375;CRUZAMENTO DA RUA OCTACÍLIO DE ANDRADE TOURINHO COM A RUA ANTÔNIO MANOEL COSTA.;1127.66;;;;;-22.326648800;-49.0306688000
350600305000433;ENTRONCAMENTO DA RUA PEDRO DE CASTRO PEREIRA COM A DIVISA DA FAZENDA SÃO JOÃO.;1126.54;;;;;-22.267526800;-49.0737071000
350600305000388;CRUZAMENTO DA RUA DEZENOVE COM A RUA LUCY JABUR DAMIÃO.;1125.45;;;;;-10.871763900;-37.0805278000
350600305000503;CRUZAMENTO DA ALAMEDA DOUTOR OCTAVIO PINHEIRO BRIZOLA COM RUA PROFESSOR DURVAL GUEDES DE AZEVEDO.;1123.07;;;;;37.154310950;-8.5506927070
350600305000432;ENTRONCAMENTO DA RUA OSCAR SWENSON COM A RUA ERNESTO CASERIO.;1120.71;;;;;-22.269601900;-49.0761495000
350600305000434;CRUZAMENTO DA RUA PEDRO DE CASTRO PEREIRA COM O PROLONGAMENTO DA RUA WALTER SILVA.;1117.75;;;;;-22.267526800;-49.0737071000
350600305000206;CRUZAMENTO DA AVENIDA JOSÉ HENRIQUE FERRAZ COM A RUA FÁBIO GERALDO.;1110.64;;;;;-22.352664700;-49.0967504000
350600305000315;CRUZAMENTO DA RUA SEBASTIÃO JOAQUIM SAMPAIO COM A RUA OLINDO BATISTA.;1107.29;;;;;-22.313251100;-49.1263101000
350600305000128;CRUZAMENTO DA ALAMEDA ALEXANDRINA COM A ALAMEDA PLUTÃO.;1102.82;;;;;-1.124544500;-48.4472327000
350600305000162;CRUZAMENTO DA RUA JOSÉ MIGUEL COM A RUA MATEUS TARZIA.;1092.75;;;;;-9.634184500;-36.5805499000
350600305000488;CRUZAMENTO DA RUA ALASKA COM RUA PARAGUAI.;1090.84;;;;;-5.107620900;-42.7859315000
350600305000460;CRUZAMENTO DA RUA EDSON PEREIRA LEITE COM A RUA JUVENAL BASTOS.;1089.18;;;;;-22.305190800;-49.1097540000
350600305000515;CRUZAMENTO DA RUA LUIZ TENTOR COM A RODOVIA JOÃO BATISTA CABRAL RENNÓ (BAURU / PIRATININGA).;1073.07;;;;;-22.364357100;-49.0441340000
350600305000136;CRUZAMENTO DA RUA LUIZ BATISTA COM O CÓRREGO DAS FLORES II.;1065.35;;;;;-22.305075100;-49.0917939000
350600305000417;ENTRONCAMENTO DA RUA LUIZ DE OLIVEIRA NETO COM A RUA PAULO HÚNGARO.;1060.33;;;;;-22.274089000;-49.0657322000
350600305000168;CRUZAMENTO DA AVENIDA WALDEMAR G. FERREIRA COM A AVENIDA PINHEIRO MACHADO.;1049.33;;;;;-20.740603800;-48.9101454000
350600305000240;CRUZAMENTO DA RUA JOSÉ ANTÔNIO BARRETO COM A RUA BENITO JOSÉ ALLEGRO.;1040.23;;;;;-22.304272700;-49.0525126000
350600305000406;CRUZAMENTO DA AVENIDA DO HIPÓDROMO COM A RUA RAFAEL PEREIRA MARTINI.;1039.53;;;;;22.212727300;113.5523645000
350600305000186;ENTRONCAMENTO DA RODOVIA MARECHAL RONDON SP-300 COM O PROLONGAMENTO DA RUA DOS ESTUDANTES.;1038.57;;;;;-16.382676000;-39.0452781000
350600305000367;CRUZAMENTO DA RUA CONSTANTINO FILHO COM A RUA PEDRO JORDÃO RODRIGUES.;1032.72;;;;;-13.716628500;-39.3569501000
350600305000283;CRUZAMENTO DA RUA DOMINGOS DE OLIVA COM A RUA NELSON TOSONI DE CARLIS.;1030.35;;;;;38.644707600;-9.2076142000
350600305000391;ENTRONCAMENTO DA AVENIDA DOS AÇOUGUEIROS COM A RUA DAS SECRETÁRIAS.;1013.05;;;;;-22.277388600;-49.0880231000
350600305000069;TRILHOS DA FERROBAN COM O PROLONGAMENTO DA RUA JÚLIO MARINGONI.;1010.80;;;;;-15.661174900;-56.1210616000
350600305000010; AVENIDA ALFREDO MAIA COM A PRAÇA ESPANHA.;1010.11;;;;;-22.327251100;-49.0827755000
350600305000335;CRUZAMENTO DA AVENIDA MARCOS DE PAULA RAPHAEL COM A RUA ALBERTO PAULOVICH.;1006.85;;;;;-22.295505700;-49.0457177000
350600305000181;CRUZAMENTO DA RUA BELMIRO PEREIRA COM A ALAMEDA NOSSA SENHORA DO ROSÁRIO.;1002.52;;;;;-5.880269800;-35.2080069000
350600305000370;CRUZAMENTO DA RUA SANTA MARIA GORETTI COM A AVENIDA HORÁCIO FREDERICO PYLES.;998.82;;;;;-10.744309300;-37.8010598000
350600305000337;CRUZAMENTO DA AVENIDA MARCOS DE PAULA RAPHAEL COM A RUA VICTOR LEANDRO DOMINGUES.;989.22;;;;;-22.295505700;-49.0457177000
350600305000376;CRUZAMENTO DA RUA ENGENHEIRO XERXES RIBEIRO DOS SANTOS COM A RUA MARECHAL DEODORO.;986.28;;;;;-22.335248300;-49.0324821000
350600305000273;CRUZAMENTO DA RUA SÃO ROQUE COM A RUA SEGUNDO SARGENTO JOSÉ MENDES LEAL.;985.64;;;;;-7.737637200;-37.9930232000
350600305000302;ENTRONCAMENTO DOS TRILHOS DA FERROBAN COM O PROLONGAMENTO DA RUA DOUTOR ARMANDO PIERONI.;984.17;;;;;-22.351948300;-49.0588612000
350600305000041; RUA PIATAN COM OS TRILHOS DA NOVOESTE.;978.01;;;;;-22.324280600;-49.0959802000
350600305000222;CRUZAMENTO DA ALAMEDA DESCARTES COM A RUA PROFESSOR AYRTON BUSCH.;976.54;;;;;-22.306897100;-49.1064831000
350600305000431;CRUZAMENTO DA RUA JOSÉ PIRES DE CAMARGO COM A RUA ALZIRO ZARUR.;974.97;;;;;-23.171946100;-45.8043972000
350600305000333;CRUZAMENTO DA AVENIDA MARCOS DE PAULA RAPHAEL COM A RUA PEDRO SALVADOR.;971.64;;;;;-22.295505700;-49.0457177000
350600305000507;CRUZAMENTO DA RUA BENEDITO RIBEIRO DOS SANTOS COM A RUA ANTÔNIO MANOEL COSTA.;965.04;;;;;-22.334561200;-49.0343943000
350600305000392;ENTRONCAMENTO DA RUA DOS GRÁFICOS COM A RUA DOS MECÂNICOS.;962.85;;;;;-23.177143200;-45.8417891000
350600305000182;CRUZAMENTO DA AVENIDA PRESIDENTE JANIO QUADROS COM A RUA GUERNICA.;961.92;;;;;-23.743641700;-46.8062888000
350600305000368;ENTRONCAMENTO DA RUA LUIZ TADEU FRANCELOSO BERRO COM A RUA MARIA DA CONCEIÇÃO.;955.10;;;;;-22.301719700;-49.0328555000
350600305000534;CRUZAMENTO DA RINALDO FRANCO DE CAMARGO COM A DIVISA DO CONDOMÍNIO RESIDENCIAL LAGO DO SUL.;953.00;;;;;-22.363777000;-49.0909131000
350600305000339;CRUZAMENTO DA RUA HENRIQUE HUNZICKER COM A RUA MIGUEL GIMENEZ FILHO.;946.96;;;;;-22.318677300;-49.0354011000
350600305000239;CRUZAMENTO DA RUA PROFESSORA OLGA SANTORE CASAL COM O PROLONGAMENTO DA RUA ISSAC BROBA.;946.95;;;;;-22.688085800;-43.4547222000
350600305000424;ENTRONCAMENTO DA RUA TREZE COM A AVENIDA SANTA BEATRIZ DA SILVA.;943.57;;;;;-15.618246950;-56.0574430100
350600305000369;CRUZAMENTO DA AVENIDA ENGENHEIRO HÉLIO POLICE COM A ROTATÓRIA DE ACESSO AO JARDIM REDENTOR.;938.12;;;;;-22.316591500;-49.0330509000
350600305000110;CRUZAMENTO DA RUA CHIYO OTAKE COM A RUA VENEZUELA.;934.24;;;;;-22.347029900;-49.0845111000
350600305000270;CRUZAMENTO DA CHÁCARA CORNÉLIA COM A AVENIDA DAS BANDEIRAS.;931.83;;;;;-22.223960700;-54.8275028000
350600305000313;CRUZAMENTO DA AVENIDA SÃO PAULO COM A ALAMEDA CORUMBÁ.;926.91;;;;;-21.231776700;-50.5224911000
350600305000143;CRUZAMENTO DA ALAMEDA DAS HORTÊNCIAS COM A ALMEDA DOS CRAVOS.;924.34;;;;;-20.118935500;-43.9663514000
350600305000398;CRUZAMENTO DA RUA JOSÉ AZEVEDO MAIA COM A RUA PAULO HÚNGARO.;919.78;;;;;-8.009827700;-34.9244754000
350600305000290;CRUZAMENTO DO CÓRREGO BARREIRINHO COM RUA VINTE E SEIS ( NO N.H. BAURU 2.000).;916.96;;;;;-8.296874500;-35.9855012000
350600305000032; RUA JOÃO BATISTA DE ALMEIDA COM A RUA NEWTON PRADO.;914.48;;;;;-19.494912000;-40.6568559000
350600305000233;ENTRONCAMENTO DA RODOVIA MARECHAL RONDON SP-300 COM O PROLONGAMENTO DA RUA DOUTOR DANILO CAMPANA.;913.98;;;;;-23.213206800;-47.4905442000
350600305000420;ENTRONCAMENTO DA RUA SETE COM A RUA CINCO.;907.45;;;;;-22.861205400;-42.5937501000
350600305000282;CRUZAMENTO DA RUA LUCIENE AVALONE COM A RUA JOSÉ MARQUES CUSTÓDIO.;906.26;;;;;-22.306744100;-49.1076595000
350600305000135;CRUZAMENTO DA RUA PROFESSOR OTHILA S. BRISOLLA COM RUA CORONEL ALVES SEABRA.;891.45;;;;;-22.305075100;-49.0917939000
350600305000493;CRUZAMENTO DA RUA SAINT MARTIN COM RUA ANTÔNIO GARCIA.;888.96;;;;;-22.318973500;-49.0556085000
350600305000415;CRUZAMENTO DA RODOVIA MARECHAL RONDON SP300 COM A LINHA DE TRANSMISSÃO DA CESP.;884.11;;;;;-21.367505600;-50.2836816000
350600305000329;CRUZAMENTO DA RUA LAZARO VILAR COM A RUA JOSÉ LIMAO GARCIA.;876.41;;;;;-22.291206700;-49.0588125000
350600305000015; RUA CAETANO CARIANI COM A RUA SANTA TEREZINHA.;875.65;;;;;-22.319262700;-49.0900720000
350600305000326;CRUZAMENTO DA AVENIDA A COM A RUA GERALDA DE OLIVEIRA PRADO.;875.11;;;;;-22.851062200;-43.6020256000
350600305000304;CRUZAMENTO DA RUA TOMAZ BOSCO COM A RU AJOSÉ BUENO CAMARGO SOBRINHO.;872.54;;;;;-22.357220500;-49.1030760000
350600305000423;ENTRONCAMENTO DA RUA JORGE SCHNEYDER FILHO COM A AVENIDA SANTA BEATRIZ DA SILVA.;867.33;;;;;-22.315643500;-49.0187899000
350600305000223;CRUZAMENTO DA ALAMEDA PASCAL COM A RUA PROFESSOR FRANCISCO AYRTON BUSCH.;864.27;;;;;-22.303120400;-49.1072170000
350600305000413;CRUZAMENTO DA RUA LUIZ TENTOR COM A RUA ADOLFO JOSÉ AIELO.;859.25;;;;;-22.364357100;-49.0441340000
350600305000403;CRUZAMENTO DA RUA CARLOS GIAXA COM A RUA ALBERTO PASQUARELLI.;858.42;;;;;-22.314932200;-49.0262501000
350600305000213;ENTRONCAMENTO DA AVENIDA DAS BANDEIRAS COM A RUA ANTÔNIO PEREIRA.;856.06;;;;;-20.433794200;-40.3633292000
350600305000303;CRUZAMENTO DA RUA NELSON MORTARI COM A RUA JOSÉ BUENO CAMARGO SOBRINHO.;855.41;;;;;-22.362946400;-49.1011311000
350600305000414;CRUZAMENTO DA RUA ANGELINA BERTELLI COM RUA MARIA JOSÉ TEODORO DARESCO.;844.03;;;;;-22.364357100;-49.0441340000
350600305000226;CRUZAMENTO DA RUA TENENTE JOAQUIM DA COSTA GUIMARÃES COM A RUA ANTÔNIO JOSÉ PARENTE.;836.92;;;;;-22.293780300;-49.0830327000
350600305000435;CRUZAMENTO DA RUA JOAQUIM BOTEON COM A RUA JOAQUIM AUGUSTO DA COSTA.;826.04;;;;;-22.267898600;-49.0682172000
350600305000277;CRUZAMENTO DA RUA PEDRO GIRALDI COM A DIVISA DA RODOVIA COMANDANTE JOÃO RIBEIRO DE BARROS SP-294 BAURU/ MARÍLIA.;822.39;;;;;-22.305947600;-49.1176290000
350600305000279;CRUZAMENTO DA RUA PEDRO ÁLVARES MANSERA COM A RUA JOSÉ CLÁUDIO DE LIMA.;818.69;;;;;-22.304992200;-49.1153707000
350600305000469;CRUZAMENTO DA RUA CÍCERO BISPO DE SOUZA COM A RUA LOURENÇO CAPRIOLLI.;818.00;;;;;-22.327888000;-49.0279299000
350600305000407;CRUZAMENTO DA AVENIDA DO HIPÓDROMO COM A RUA RODOLF FRONEK.;817.83;;;;;22.212727300;113.5523645000
350600305000365;CRUZAMENTO DA AVENIDA JOSÉ AMBRÓSIO COM A RUA RUTH RODRIGUES MADURO DOS SANTOS.;817.32;;;;;13.537234850;-87.4906484700
350600305000274;CRUZAMENTO DA RUA ALBANO CAPELA COM A RUA SÃO SEBASTIÃO.;817.03;;;;;-27.181998200;-53.6310213000
350600305000325;CRUZAMENTO DA RODOVIA MARECHAL RONDON SP-300 COM A RUA DOS SAPATEIROS.;801.34;;;;;-23.213206800;-47.4905442000
350600305000352;CRUZAMENTO DA RODOVIA COMANDANTE JOÃO RIBEIRO DE BARROS SP-294 BAURU/MARÍLIA COM A RUA NICANOR RODRIGUES.;800.00;;;;;-22.326351300;-49.4333904000
350600305000395;ENTRONCAMENTO DA RUA WALTER HUGO BARRETO CORREIA COM A RUA ANTÔNIO HOJAS.;796.28;;;;;-22.275489800;-49.0826282000
350600305000416;CRUZAMENTO DA RUA OSCAR SWENSON COM A RUA PEDRO BARREIRO DE FIGUEIREDO.;774.33;;;;;-22.269601900;-49.0761495000
350600305000205;CRUZAMENTO DA AVENIDA JOSÉ HENRIQUE FERRAZ COM A RUA NICOLAU DEL GALLO.;766.49;;;;;-22.352664700;-49.0967504000
350600305000356;CRUZAMENTO DA RUA DOS FERROVIÁRIOS COM A AVENIDA CENTRAL.;759.54;;;;;-20.467429300;-55.7835737000
350600305000495;CRUZAMENTO DA RUA WALTER RODOLFO COM RUA JOÃO SOTERO DE CASTRO.;753.11;;;;;-22.318973500;-49.0556085000
350600310000002;CRUZAMENTO DA RODOVIA MARECHAL RONDON SP-300 COM A ESTRADA UM.;730.00;;;;;-23.213206800;-47.4905442000
350600305000324;CRUZAMENTO DO PROLONGAMENTO DA RUA YOSHIZO SHIRATA COM O CÓRREGO PALMITAL.;729.19;;;;;-8.129096550;-35.3046970300
